年月,最深積雪(cm),平均気温(℃),日最高気温の平均(℃),日最低気温の平均(℃),最高気温(℃),最低気温(℃),日平均気温0℃未満日数(日),日最高気温0℃未満日数(日),日最低気温0℃未満日数(日),降雪量合計(cm),降雪量日合計最大(cm),降雪量日合計3cm以上日数(日),降水量の合計(mm)
Oct-13,0,14.1,18.4,10.6,26.3,4.4,0,0,0,0,0,0,199
Nov-13,8,5.4,9.7,1.4,17.2,-3.4,0,0,8,23,9,3,61
Dec-13,63,0.4,2.9,-1.9,9.7,-6.7,16,4,25,183,39,15,109.5
Jan-14,84,-2.8,0.5,-6.8,7,-11.9,30,14,31,152,21,24,54
Feb-14,67,-2.3,0.6,-5.4,8.5,-10.4,23,15,27,162,26,24,33
Mar-14,62,1.5,5.3,-2,17.1,-7.8,11,4,21,164,23,21,112
Apr-14,1,7.9,13.6,2.1,22.3,-1.8,1,0,8,6,4,1,57.5
May-14,1,14,19.4,8.5,27.9,2.8,0,0,0,1,1,0,62
Jun-14,0,18.9,23.2,15.3,29.6,12.4,0,0,0,0,0,0,130.5
Jul-14,0,21.6,25.8,18,31.7,13.6,0,0,0,0,0,0,291
Aug-14,0,22.7,27,19.2,32.5,14.6,0,0,0,0,0,0,100
Sep-14,0,16.8,21.9,12.6,26.4,8.1,0,0,0,0,0,0,50.5
Oct-14,0,12.1,17.1,7.6,23.3,1.6,0,0,0,0,0,0,109.5
Nov-14,11,6.6,10.9,2.5,20.1,-2.3,0,0,5,18,12,2,73
Dec-14,76,-1.1,1.6,-4,14.4,-10.8,22,12,30,228,35,22,89
Jan-15,71,-1.7,0.8,-4.2,6.8,-9.2,24,12,30,168,17,22,53
Feb-15,84,-1.3,1.8,-4.2,7,-7.8,20,7,27,165,22,19,25.5
Mar-15,119,2,6.3,-2.3,15.8,-7.3,9,2,25,223,47,17,81
Apr-15,0,9.4,15,3.9,25.7,-1.7,0,0,3,0,0,0,72
May-15,0,15.9,21.9,9.6,27.2,3.4,0,0,0,0,0,0,47.5
Jun-15,0,17.8,22.3,13.7,27.2,7.6,0,0,0,0,0,0,120
Jul-15,0,22.2,26.7,18.3,32.5,13.2,0,0,0,0,0,0,106.5
Aug-15,0,22.3,26.3,19,33.6,13.8,0,0,0,0,0,0,83
Sep-15,0,17.8,21.8,14.4,26.7,9.4,0,0,0,0,0,0,196
Oct-15,0,11.9,16.8,7.2,21.2,2.8,0,0,0,0,0,0,52
Nov-15,4,8.5,12.4,5.1,18.6,0.2,0,0,0,9,6,2,138.5
Dec-15,47,2.5,6,-0.8,14.5,-5.6,5,1,20,81,44,6,139
Jan-16,50,-0.7,1.7,-3.2,9.7,-7.3,21,9,27,153,23,15,90
Feb-16,51,-0.3,3.6,-4.1,11.7,-10.8,19,6,26,116,16,16,50.5
Mar-16,10,3.8,8.3,-0.1,17.4,-4.8,4,1,18,21,14,2,26
Apr-16,0,10.1,15.7,4.6,22.7,-3,0,0,2,0,0,0,109
May-16,0,15.6,20.9,10.3,26.5,6.4,0,0,0,0,0,0,50
Jun-16,0,18.6,22.6,15,27.4,5.4,0,0,0,0,0,0,120.5
Jul-16,0,21.5,25.5,18.2,29.8,12.8,0,0,0,0,0,0,59.5
Aug-16,0,23.3,27.7,19.5,31.2,15.5,0,0,0,0,0,0,251.5
Sep-16,0,20.1,23.9,16.9,29.6,8.8,0,0,0,0,0,0,165.5
Oct-16,0,12.8,17.5,8.2,26.6,2.6,0,0,0,0,0,0,51
Nov-16,0,5.8,9.8,2,16.4,-2.7,0,0,6,0,0,0,56.5
Dec-16,33,2.4,5.7,-0.6,14.9,-7.6,8,3,19,59,34,4,104.5
Jan-17,77,-1.3,1.3,-4,7.8,-8.4,22,11,27,210,39,20,97
Feb-17,122,-1.4,1.9,-4.8,8.9,-8.1,23,8,28,204,40,16,100.5
Mar-17,90,1.4,4.7,-1.3,10.8,-6.4,6,1,23,154,33,18,70
Apr-17,17,8.2,13.7,2.9,22.7,-2.9,0,0,4,11,4,2,54
May-17,0,15.4,20.7,10,28.8,2.4,0,0,0,0,0,0,76
Jun-17,0,16.9,21.6,12.8,28.1,7,0,0,0,0,0,0,42
Jul-17,0,23.2,27.2,20,31.7,16.9,0,0,0,0,0,0,307
Aug-17,0,22.3,25.9,19.4,30.4,13.6,0,0,0,0,0,0,135.5
Sep-17,0,17.6,22.4,13.3,25.5,7.6,0,0,0,0,0,0,123
Oct-17,0,12.4,16.2,9.1,23.1,3.9,0,0,0,0,0,0,213
Nov-17,60,5,9.1,1.3,17.2,-5.1,1,0,9,80,43,4,107
Dec-17,37,-0.2,3,-3.1,9.8,-5.7,18,5,30,131,37,9,47.5
Jan-18,68,-2.3,0.8,-5.4,7.4,-12.7,25,13,29,225,31,19,77.5
Feb-18,94,-2.5,1.2,-6.1,6.5,-11.6,26,10,27,192,32,21,49.5
Mar-18,73,3.6,9.2,-1.7,19.7,-7.4,6,0,20,46,8,8,72
Apr-18,0,10.6,16.2,5,26.1,-0.9,0,0,2,0,0,0,61
May-18,0,14.7,19.9,9.5,27.5,3.8,0,0,0,0,0,0,107
Jun-18,0,18.8,23.3,14.5,30.4,8.9,0,0,0,0,0,0,36.5
Jul-18,0,24.6,29.3,20.5,33.9,16,0,0,0,0,0,0,39
Aug-18,0,23.2,27.8,19.2,33.2,11.9,0,0,0,0,0,0,134.5
Sep-18,0,18.4,22.3,15,27.1,10.6,0,0,0,0,0,0,138
Oct-18,0,12.8,17.2,8.9,25.9,3,0,0,0,0,0,0,76.5
Nov-18,0,7.6,11.9,3.7,18.8,-1.5,0,0,2,0,0,0,25.5
Dec-18,28,0.9,4,-1.8,16.4,-6.6,13,5,26,126,18,12,88
Jan-19,79,-2.1,0.7,-5,5.1,-8.7,30,12,31,209,24,22,53
Feb-19,63,-0.7,2.7,-3.9,8.4,-7.7,14,9,26,125,12,19,26
Mar-19,16,3.1,7.7,-0.8,17.9,-4.4,4,0,18,38,12,5,86
Apr-19,8,6.9,12.1,2.4,21.4,-3.3,2,0,8,16,8,3,74
May-19,0,14.9,21.3,8.5,30.7,1.4,0,0,0,0,0,0,86.5
Jun-19,0,17.7,21.9,14,27.2,10.3,0,0,0,0,0,0,185
Jul-19,0,21.2,24.8,18.2,31.1,12.8,0,0,0,0,0,0,98
Aug-19,0,24.2,28.8,20.6,33.5,15.8,0,0,0,0,0,0,97.5
Sep-19,0,19.4,24,15.5,30.2,8.6,0,0,0,0,0,0,67
Oct-19,0,13.9,18,9.9,26.9,3.3,0,0,0,0,0,0,245
Nov-19,0,6.6,10.8,2.6,17.6,-3.7,1,0,6,0,0,0,43
Dec-19,14,1.7,5.2,-1.5,14.7,-4.3,6,0,25,29,10,4,63.5
Jan-20,19,0.6,3.5,-2,7.7,-6.8,12,1,28,74,18,8,94
Feb-20,20,0.5,4,-2.8,12.5,-9.8,14,5,24,78,19,8,46.5
Mar-20,20,3.6,8.2,-0.8,17.9,-4.6,4,0,24,68,20,6,78.5
Apr-20,0,6.5,11.5,1.8,20.5,-1.1,0,0,6,0,0,0,114.5
May-20,0,14.8,20.3,9.5,29.4,1.5,0,0,0,0,0,0,39
Jun-20,0,19.5,24.1,15.2,31.2,10.8,0,0,0,0,0,0,59.5
Jul-20,0,20.9,24.5,18.2,28.3,14.6,0,0,0,0,0,0,467
Aug-20,0,24.4,29.3,20.3,32.6,17.4,0,0,0,0,0,0,52.5
Sep-20,0,20.2,24.3,17.1,31.1,7.5,0,0,0,0,0,0,67.5
Oct-20,0,11.8,15.9,8.4,22.2,3.6,0,0,0,0,0,0,69.5
Nov-20,0,6.8,11.5,2.6,20.6,-2.5,0,0,4,0,0,0,45
Dec-20,50,0.6,3.5,-2.1,9.8,-7.4,12,7,23,133,19,13,60
Jan-21,64,-2.2,0.7,-5.8,6.8,-11.1,23,13,30,165,19,18,55
Feb-21,76,-0.8,3.7,-5.1,12.6,-10.3,19,7,26,174,27,16,81.5
Mar-21,28,4.9,9.6,0.2,19,-6,3,0,15,20,6,5,65.5
Apr-21,0,8.2,13.8,2.7,20.6,-2.1,0,0,6,0,0,0,87
May-21,0,14.2,18.6,9.9,23.2,3.3,0,0,0,0,0,0,71.5
Jun-21,0,19,23.8,14.8,27.7,10.9,0,0,0,0,0,0,80
Jul-21,0,22.5,26.9,19.1,32.1,17.1,0,0,0,0,0,0,128
Aug-21,0,22.9,27,19.8,32.9,15.8,0,0,0,0,0,0,160.5
Sep-21,0,17.8,22.1,13.6,28.6,9.6,0,0,0,0,0,0,88
Oct-21,0,13.1,17.8,9.2,25.7,1.8,0,0,0,0,0,0,107
Nov-21,18,6.9,11.5,2.7,17.6,-3.5,0,0,5,35,21,2,138
Dec-21,30,0.9,4.4,-2.3,13.4,-8.5,11,5,25,80,17,7,113
Jan-22,56,-3,-0.3,-5.6,5.5,-11.5,26,18,28,128,14,16,80
Feb-22,83,-2.3,0.4,-5.6,5.5,-8.5,25,11,28,150,26,15,77
Mar-22,83,2.8,7.3,-1.5,15.8,-8.2,8,0,20,75,30,5,69
Apr-22,0,9.7,15.8,4,24.5,-1.2,0,0,4,0,0,0,95
May-22,0,14.2,19.5,8.9,25.4,1.8,0,0,0,0,0,0,67.5
Jun-22,0,18.6,23.1,15,30.9,9.9,0,0,0,0,0,0,146.5
Jul-22,0,23.5,28,19.7,32.8,15.9,0,0,0,0,0,0,86.5
Aug-22,0,23.1,27.6,19.5,33.7,11.1,0,0,0,0,0,0,282
Sep-22,0,20.2,24.9,16.2,28.7,7.9,0,0,0,0,0,0,125
Oct-22,0,11.8,17.2,7.4,25.6,0.7,0,0,0,0,0,0,52.5
Nov-22,0,8.4,13.2,3.6,19.1,-1.1,0,0,1,0,0,0,53
Dec-22,79,0.5,3.2,-1.8,10,-6.7,14,5,27,156,52,9,153
Jan-23,67,-2.2,0.8,-5.5,10.1,-10.7,24,14,29,109,18,11,59.5
Feb-23,71,-1.1,2.6,-4.9,9.4,-10.2,17,8,25,69,18,9,39
Mar-23,22,5.6,11.4,0.2,20.2,-5.2,1,0,14,8,3,1,56
Apr-23,2,9.7,15.6,3.6,23.7,-1.5,0,0,3,2,2,0,44.5
May-23,0,14.2,19.9,8.7,30.1,1,0,0,0,0,0,0,73
Jun-23,0,19.2,23.4,15.2,27.9,7.7,0,0,0,0,0,0,210.5
Jul-23,0,23.9,28.8,19.8,33,15.3,0,0,0,0,0,0,91
Aug-23,0,25.8,30.6,21.9,32.8,18.8,0,0,0,0,0,0,64
Sep-23,0,22.3,27,18.8,31.9,9.5,0,0,0,0,0,0,101.5
Oct-23,0,12.4,17.6,8.3,21,4.2,0,0,0,0,0,0,69.5
Nov-23,25,7.4,12.3,3.1,22.6,-1.3,0,0,6,40,16,3,180
Dec-23,18,2,5.7,-1,13.6,-6.6,7,3,19,28,8,3,77.5
Jan-24,24,-0.4,3,-3.6,7.7,-7.1,17,4,27,56,18,5,32
Feb-24,13,0.8,5,-2.8,15.7,-8.3,17,2,25,26,12,2,60
Mar-24,17,1.9,5.8,-1.6,14.8,-5.9,12,3,23,78,17,10,112
Apr-24,0,12.1,18,6.2,26.5,-0.5,0,0,1,0,0,0,45
May-24,0,14.7,20.7,8.5,28.9,0.2,0,0,0,0,0,0,75.5
Jun-24,0,19.5,24.5,15,29.5,9.7,0,0,0,0,0,0,81.5
Jul-24,0,23.4,27.2,20.6,31.8,17.3,0,0,0,0,0,0,186
Aug-24,0,25,29.8,21.7,32.8,18.4,0,0,0,0,0,0,153
Sep-24,0,21.9,26.3,18.4,30.9,10.5,0,0,0,0,0,0,98
Oct-24,0,15.3,20,11,27.1,3.8,0,0,0,0,0,0,94.5
Nov-24,4,7.7,12,3.6,21.1,-1,0,0,3,4,4,1,81.5
Dec-24,34,0.1,2.9,-2.4,12.2,-8.2,16,5,26,111,17,14,117.5
Jan-25,115,-1.2,1.7,-4.5,6.7,-9.1,26,10,31,208,40,13,141.5
Feb-25,175,-2.4,0.6,-5.4,9.8,-7.8,24,14,28,153,29,11,90.5
Mar-25,110,3.1,7.7,-1.3,19.4,-8.3,4,1,22,31,11,4,34
Apr-25,0,9.4,14.5,5.1,23.4,-0.4,0,0,1,0,0,0,77
May-25,0,14.3,19,9.7,28.6,1.9,0,0,0,0,0,0,120
Jun-25,0,20.6,25.5,16.2,31.8,8.2,0,0,0,0,0,0,106
Jul-25,0,25.1,30.4,20.5,34.6,15.7,0,0,0,0,0,0,43.5
