年月,最深積雪(cm),平均気温(℃),日最高気温の平均(℃),日最低気温の平均(℃),最高気温(℃),最低気温(℃),日平均気温0℃未満日数(日),日最高気温0℃未満日数(日),日最低気温0℃未満日数(日),降雪量合計(cm),降雪量日合計最大(cm),降雪量日合計3cm以上日数(日),降水量の合計(mm)
Apr-24,0,11.2,18.8,5,27.6,-2.1,0,0,3,0,0,0,105
May-24,0,13.8,21.1,7.3,28.5,-0.5,0,0,1,0,0,0,146.5
Jun-24,0,18.3,24.6,13.2,29.7,7.7,0,0,0,0,0,0,249
Jul-24,0,22.4,27.8,18.9,33.9,15.7,0,0,0,0,0,0,391
Aug-24,0,23.9,29.5,20.4,32.8,17.3,0,0,0,0,0,0,176
Sep-24,0,21.6,26.9,18.2,31.1,11.9,0,0,0,0,0,0,152.5
Oct-24,0,14.4,19.9,10.3,26.4,2.2,0,0,0,0,0,0,158
Nov-24,18,6.6,11.8,2.6,21,-3,0,0,11,27,19,2,152.5
Dec-24,68,-1.2,2.8,-4.8,12.3,-12.1,24,3,30,214,26,16,163.5
Jan-25,103,-2.3,1.8,-6.1,6.4,-11.2,29,10,31,193,38,14,129
Feb-25,121,-3.2,1,-7.1,8.8,-15.2,23,14,28,173,22,17,122.5
Mar-25,97,2.2,7.8,-2.6,22.9,-8.4,11,0,25,68,16,6,88.5
Apr-25,0,8.6,15.9,3,26.1,-2.4,0,0,6,0,0,0,114.5
May-25,0,13.9,20.6,8.6,30.7,0.4,0,0,0,0,0,0,131.5
Jun-25,0,19.5,25.1,14.8,32.1,8.4,0,0,0,0,0,0,204.5
Jul-25,0,24.1,30.8,19,34,16.6,0,0,0,0,0,0,75
