年月,最深積雪(cm),平均気温(℃),日最高気温の平均(℃),日最低気温の平均(℃),最高気温(℃),最低気温(℃),日平均気温0℃未満日数(日),日最高気温0℃未満日数(日),日最低気温0℃未満日数(日),降雪量合計(cm),降雪量日合計最大(cm),降雪量日合計3cm以上日数(日),降水量の合計(mm)
Nov-20,0,8.4,13.8,4.1,25.3,-0.2,0,0,1,0,0,0,193.5
Dec-20,208,2,5.6,-0.6,12.6,-4.6,8,4,17,332,92,11,364.5
Jan-21,201,-0.6,3,-3.7,9.7,-8.5,18,7,28,280,54,13,218
Feb-21,228,0.7,5.3,-2.9,13.9,-7.8,11,3,24,298,46,16,254.5
Mar-21,167,5.5,10.8,0.8,18.7,-4.1,1,0,10,29,6,3,116
Apr-21,0,9.6,15.8,3.9,21.8,-1.2,0,0,5,0,0,0,84
May-21,0,15.4,20.9,10.4,27.2,4.1,0,0,0,0,0,0,99.5
Jun-21,0,20.6,26.4,15.7,30.6,10.1,0,0,0,0,0,0,121
Jul-21,0,24.1,29.4,20.3,34.9,18.8,0,0,0,0,0,0,214.5
Aug-21,0,24.7,29.9,21.2,36,18.6,0,0,0,0,0,0,234.5
Sep-21,0,20.4,25.3,16.5,29.8,13.6,0,0,0,0,0,0,111
Oct-21,0,14.6,19.6,10.9,28.9,4,0,0,0,0,0,0,144
Nov-21,9,8.5,13.7,4.2,19.1,-2,0,0,4,14,8,2,146.5
Dec-21,148,2.1,6.2,-1.3,15.1,-6.7,8,5,21,274,48,11,385.5
Jan-22,202,-1,1.8,-3.6,7.9,-7.4,26,7,30,363,50,19,299.5
Feb-22,315,-1,2,-3.8,7.1,-7.8,21,6,28,355,61,16,285
Mar-22,244,3.6,8.4,-0.2,16.5,-5.2,1,0,15,75,29,7,131
Apr-22,86,10,16.7,4.7,26.4,-0.7,0,0,1,4,1,0,91
May-22,0,15.6,22.3,9.6,31.5,3.8,0,0,0,0,0,0,118
Jun-22,0,20.5,25.9,16.1,35.4,10.4,0,0,0,0,0,0,103.5
Jul-22,0,24.7,30.1,20.8,35.5,18.2,0,0,0,0,0,0,324
Aug-22,0,24.7,30,20.9,35.2,14.6,0,0,0,0,0,0,210
Sep-22,0,22,27.1,17.9,32.1,10.3,0,0,0,0,0,0,233
Oct-22,0,13.2,18.6,9,27.5,2.1,0,0,0,0,0,0,91.5
Nov-22,0,9.9,15.1,5.9,21.8,0.9,0,0,0,0,0,0,176.5
Dec-22,57,2.1,5.6,-0.5,13.7,-4.8,2,0,19,115,33,8,275.5
Jan-23,158,-0.5,3,-3.3,10,-9.6,19,4,29,357,45,18,325.5
Feb-23,154,0.3,4.4,-3.1,11.1,-6.6,14,3,25,211,33,14,166.5
Mar-23,104,6.3,12.4,1.8,20.2,-3.1,0,0,8,13,7,2,85.5
Apr-23,1,11,17.5,5,25.8,-0.5,0,0,1,1,1,0,123
May-23,0,15.7,21.9,10,33.1,2.8,0,0,0,0,0,0,105
Jun-23,0,20.3,25.1,15.9,29.8,9.5,0,0,0,0,0,0,223
Jul-23,0,25.1,30.8,20.7,35,16.9,0,0,0,0,0,0,106
Aug-23,0,27.8,33.7,23.3,36.1,19.9,0,0,0,0,0,0,147.5
Sep-23,0,23.5,28.7,19.7,34.1,13,0,0,0,0,0,0,145
Oct-23,0,13.4,18.9,9.4,23,6.2,0,0,0,0,0,0,251
Nov-23,8,8.4,13.9,4.3,23.7,-2,0,0,2,8,8,1,207
Dec-23,66,3.4,7.9,0.2,16.6,-4.5,4,0,16,116,34,5,189
Jan-24,89,0.6,4.2,-2.3,11,-6.1,12,4,27,233,39,11,255.5
Feb-24,70,1.7,5.7,-1.5,16.6,-5.9,7,0,24,107,26,9,116
Mar-24,45,2.6,6.8,-0.9,14.7,-7.3,6,0,22,163,29,11,215.5
Apr-24,0,13.4,20,7.5,29.4,0.6,0,0,0,0,0,0,67.5
May-24,0,16.3,22.8,10.1,31.2,2.4,0,0,0,0,0,0,104.5
Jun-24,0,20.8,26.2,15.9,32.2,10.6,0,0,0,0,0,0,91
Jul-24,0,24.4,29.3,21.1,34.1,18.1,0,0,0,0,0,0,310
Aug-24,0,26.1,31.3,22.5,35,18.9,0,0,0,0,0,0,146
Sep-24,0,23.5,28.3,20,33.7,13.8,0,0,0,0,0,0,178
Oct-24,0,16.9,21.8,12.3,28,4.5,0,0,0,0,0,0,160
Nov-24,0,8.9,13.5,4.8,22,-0.3,0,0,1,0,0,0,243.5
Dec-24,163,1.3,4.3,-0.9,15.1,-4.1,9,0,23,326,73,15,487
Jan-25,176,0.1,3.4,-2.6,10.4,-5.8,15,0,28,281,38,15,217.5
Feb-25,300,-0.7,2.5,-3.2,9.3,-7.4,18,5,27,407,50,18,348.5
Mar-25,228,3.8,8.5,0.1,23.2,-5.6,4,0,14,66,18,6,114.5
Apr-25,97,9.1,15.6,4.4,25,0.9,0,0,0,0,0,0,77
May-25,0,15.9,21.4,10.6,30.4,2.6,0,0,0,0,0,0,99
Jun-25,0,21.6,27,16.8,33.6,9.5,0,0,0,0,0,0,119
Jul-25,0,26.7,32.7,21.8,36.2,18.5,0,0,0,0,0,0,118
