年月,最深積雪(cm),平均気温(℃),日最高気温の平均(℃),日最低気温の平均(℃),最高気温(℃),最低気温(℃),日平均気温0℃未満日数(日),日最高気温0℃未満日数(日),日最低気温0℃未満日数(日),降雪量合計(cm),降雪量日合計最大(cm),降雪量日合計3cm以上日数(日),降水量の合計(mm)
Jan-12,260,-3.5,-0.6,-6.8,2.7,-11.7,29,20,31,516,62,24,298
Feb-12,287,-3.5,-0.2,-8.1,6.6,-15.5,26,16,28,350,55,21,196
Mar-12,210,0.5,4.8,-3.5,14.7,-10.7,12,2,26,200,26,20,128
Apr-12,150,6.3,12.1,1.6,24.6,-5.7,3,0,8,102,14,14,61
May-12,0,12.7,18.9,7.6,24,0.8,0,0,0,0,0,0,78
Jun-12,0,17.8,23.3,13.4,27.7,10,0,0,0,0,0,0,65
Jul-12,0,22.3,27.3,18.7,32.8,15.2,0,0,0,0,0,0,193
Aug-12,0,23.9,30.2,19.3,32.7,15.3,0,0,0,0,0,0,48
Sep-12,0,20.5,26.2,16.4,31.4,10.7,0,0,0,0,0,0,132
Oct-12,0,12.2,17.8,8.1,21.8,2.1,0,0,0,0,0,0,56
Nov-12,15,4.8,9.2,1.6,17.1,-3.2,1,0,8,29,19,3,164
Dec-12,102,-1,2.6,-4.1,9.1,-11,20,7,29,333,68,17,166
Jan-13,170,-3,0,-6.1,5,-10.7,30,17,31,359,71,22,108
Feb-13,210,-3,0.8,-6.8,9.6,-11,25,15,28,311,47,18,116
Mar-13,178,1.9,7.4,-2.5,17.3,-7.7,9,2,24,124,16,17,31
Apr-13,38,6.4,12.4,1.7,21.2,-2,0,0,9,14,5,2,74
May-13,0,13.6,20.3,8.1,27.4,1,0,0,0,0,0,0,42
Jun-13,0,18.9,24.3,14.7,28.5,9.6,0,0,0,0,0,0,186
Jul-13,0,22,27,18.5,30.7,13.5,0,0,0,0,0,0,125
Aug-13,0,22.7,28.1,19,32.2,14.7,0,0,0,0,0,0,261
Sep-13,0,18.5,24.2,14.6,28.8,7.8,0,0,0,0,0,0,256
Oct-13,0,14,18.6,10.5,28.4,3.9,0,0,0,0,0,0,218
Nov-13,16,5,10,1.3,16.5,-3.8,0,0,11,40,21,4,137
Dec-13,59,0.1,3.4,-2.6,10.7,-7.1,18,4,28,173,39,15,100
Jan-14,133,-3.1,0.6,-6.7,7.3,-11.1,29,15,31,311,48,21,152
Feb-14,188,-2.3,0.8,-5.3,10.6,-9.3,23,12,25,239,54,17,139
Mar-14,162,0.9,5.3,-2.6,16.1,-9.8,13,5,23,248,55,18,221
Apr-14,66,6.8,13,1.9,21.3,-1.9,1,0,9,30,17,3,39
May-14,0,13.8,20.4,8.4,27.4,2.9,0,0,0,0,0,0,51
Jun-14,0,18.9,24.6,14.7,32.3,10.2,0,0,0,0,0,0,57
Jul-14,0,21.6,27,17.8,33.5,14.1,0,0,0,0,0,0,209
Aug-14,0,22,26.9,18.8,31.6,16.5,0,0,0,0,0,0,239
Sep-14,0,16.9,22.5,12.7,26.7,6.6,0,0,0,0,0,0,32
Oct-14,0,11.7,17.2,7.7,24,0.8,0,0,0,0,0,0,190
Nov-14,0,6.6,11.4,3,17.8,-2.5,0,0,4,0,0,0,104
Dec-14,183,-1.1,1.9,-4.1,14.7,-11.6,23,11,29,436,79,19,409
Jan-15,221,-2.1,1.1,-5.3,7.9,-11.4,26,9,31,372,57,20,244
Feb-15,262,-1.3,2.1,-5,12.2,-9.7,22,6,27,272,40,13,138
Mar-15,204,1.5,6.7,-2.5,16.4,-7.2,12,1,24,129,27,9,98
Apr-15,117,7.5,14,2.5,24.7,-2.1,0,0,4,17,4,4,93
May-15,0,15.4,22.7,9.2,27.3,2.6,0,0,0,0,0,0,64
Jun-15,0,17.7,23.2,13.4,27.5,6.4,0,0,0,0,0,0,68
Jul-15,0,22.4,27.5,18.5,33.2,13.2,0,0,0,0,0,0,114
Aug-15,0,22.3,27.3,18.9,32.5,17.1,0,0,0,0,0,0,135
Sep-15,0,17.2,21.7,14,26,9.1,0,0,0,0,0,0,114
Oct-15,0,11.7,17.8,7.4,23.1,3.5,0,0,0,0,0,0,40
Nov-15,0,8,12.3,4.9,19,-0.8,0,0,3,0,0,0,126
Dec-15,41,2,5.9,-1.2,13.4,-6.2,8,0,21,85,37,7,146
Jan-16,67,-1.6,2.1,-4.6,8.1,-11.7,27,5,30,183,30,16,100
Feb-16,90,-1.1,3,-4.6,11.9,-10.6,19,6,26,207,42,11,80
Mar-16,87,2.4,7.5,-1.5,17.3,-8.7,9,1,22,77,23,6,47
Apr-16,1,9.9,16.7,4.5,24.7,-3.7,0,0,3,1,1,0,102
May-16,0,15.9,22.7,9.9,28.9,3.3,0,0,0,0,0,0,35
Jun-16,0,18,23.7,13.5,27.7,3.9,0,0,0,0,0,0,117
Jul-16,0,21.7,26.9,18.2,30,15.5,0,0,0,0,0,0,141
Aug-16,0,22.6,28.1,18.8,32.2,14,0,0,0,0,0,0,200
Sep-16,0,19.4,23.7,16.4,31.1,7.9,0,0,0,0,0,0,250
Oct-16,0,12.4,17.8,8,26.2,-0.2,0,0,1,0,0,0,44
Nov-16,0,5.1,9.9,1.5,16.5,-2.9,1,0,8,0,0,0,120
Dec-16,54,1,5.1,-2.4,17.5,-8.1,13,4,25,184,32,11,224
Jan-17,185,-2.1,1.3,-5.2,6.2,-12.1,24,10,31,374,56,19,298
Feb-17,182,-2,1.7,-5.4,8.7,-10.5,25,7,28,216,28,17,132
Mar-17,143,0.9,4.7,-2.2,10.1,-6,9,0,28,157,30,14,113
Apr-17,94,6.9,13.5,1.8,24.6,-3.2,0,0,7,6,3,1,77
May-17,0,14.5,21.1,9.3,28.8,3.2,0,0,0,0,0,0,86
Jun-17,0,16.1,21.8,11.2,30.8,4.6,0,0,0,0,0,0,45
Jul-17,0,22.5,27.3,19.1,32.3,16.2,0,0,0,0,0,0,322
Aug-17,0,22.3,27.1,19,32.3,14.6,0,0,0,0,0,0,234
Sep-17,0,17.4,22.7,13.3,25.8,6.8,0,0,0,0,0,0,126
Oct-17,0,12,16,9.1,24.2,2.3,0,0,0,0,0,0,340
Nov-17,24,4.3,9.4,0.8,18,-4.7,3,0,12,55,31,5,132
Dec-17,132,-1.2,2.3,-4,8,-7.1,23,5,31,315,64,16,224
Jan-18,186,-2.7,0.5,-5.9,5.7,-12.7,26,13,29,318,42,20,198
Feb-18,193,-3,1.3,-7.2,6.8,-12.2,27,10,27,180,43,14,64
Mar-18,142,2.8,8.8,-1.4,17,-6.1,7,0,21,32,5,5,61
Apr-18,17,9.8,17,4.4,26.4,-1.7,0,0,4,0,0,0,60
May-18,0,14.1,20.4,9,28,1.3,0,0,0,0,0,0,116
Jun-18,0,18.1,23.7,13.6,31.7,8.9,0,0,0,0,0,0,74
Jul-18,0,24.1,29.9,19.5,32.9,17.8,0,0,0,0,0,0,113
Aug-18,0,23.1,28.9,19,34.3,10.2,0,0,0,0,0,0,156
Sep-18,0,17.8,22,14.7,29.6,9.4,0,0,0,0,0,0,193
Oct-18,0,12.7,18,8.6,29.1,2.6,0,0,0,0,0,0,63
Nov-18,0,7,12.1,3.5,18.5,-2.3,0,0,3,0,0,0,33
Dec-18,84,1,4.6,-1.6,19.3,-7,14,4,24,255,36,18,214
Jan-19,174,-2.5,1,-5.7,6.7,-12.2,31,10,31,403,42,23,245
Feb-19,160,-1.1,2.9,-4.4,8.5,-9.6,15,7,26,177,29,17,54
Mar-19,98,2.1,7.3,-1.8,18.2,-6.5,7,0,26,201,20,27,98
Apr-19,54,6.2,12.1,1.7,25.6,-4.6,2,0,9,79,33,7,96
May-19,0,14.7,21.8,8.4,30.8,0.3,0,0,0,0,0,0,78
Jun-19,0,17.3,22.6,13.3,27.8,8.7,0,0,0,0,0,0,186
Jul-19,0,21.7,26.2,18.4,31.3,15.6,0,0,0,0,0,0,126
Aug-19,0,23.9,29.1,20.2,34,14.7,0,0,0,0,0,0,236
Sep-19,0,19.6,24.7,15.8,32,8.9,0,0,0,0,0,0,48
Oct-19,0,13.8,18.3,10.3,26.8,5.4,0,0,0,0,0,0,340
Nov-19,0,6.4,11.8,2.3,21.1,-2.9,0,0,6,0,0,0,62
Dec-19,25,1.5,5.6,-1.8,14.7,-5.9,10,0,27,57,22,4,111
Jan-20,50,0.5,3.8,-2,8.7,-7,14,0,26,225,28,22,175
Feb-20,119,-0.2,4.1,-3.5,11.9,-11.6,15,4,24,301,48,20,168
Mar-20,36,3.2,8.8,-0.9,19.4,-6.8,5,0,22,95,19,9,110
Apr-20,0,6,12,1.2,21.6,-2.2,0,0,9,0,0,0,124
May-20,0,14.9,21.8,9.5,28.9,2.6,0,0,0,0,0,0,42
Jun-20,0,19.1,24.4,15,30.1,9.7,0,0,0,0,0,0,168
Jul-20,0,20.4,24.2,18,28.6,14.4,0,0,0,0,0,0,406
Aug-20,0,24.2,29.9,20.2,33.6,17.2,0,0,0,0,0,0,76
Sep-20,0,20.2,25,16.8,32.5,9.1,0,0,0,0,0,0,98
Oct-20,0,11.3,15.6,8,23.8,1.2,0,0,0,0,0,0,54
Nov-20,0,6.7,12,2.4,21.7,-1.9,0,0,6,0,0,0,100
Dec-20,138,0.1,3.9,-2.7,10.4,-7.1,16,5,27,292,57,12,205
Jan-21,170,-2.5,1.2,-5.5,7.2,-9.5,26,12,31,270,43,15,142
Feb-21,155,-1,3.6,-4.9,13.3,-10.1,20,7,26,235,50,22,108
Mar-21,127,3.9,9.3,-0.5,18.2,-5.4,3,0,20,135,18,20,55
Apr-21,0,7.8,14.4,2.2,19.8,-2.2,0,0,8,0,0,0,77
May-21,0,13.7,19.4,8.8,27.4,1.3,0,0,0,0,0,0,125
Jun-21,0,18.4,24.2,14,28.2,7.6,0,0,0,0,0,0,118
Jul-21,0,22.3,27.2,18.9,31.7,17.2,0,0,0,0,0,0,158
Aug-21,0,22.9,27.9,19.5,33.4,16.7,0,0,0,0,0,0,182
Sep-21,0,18.3,23.4,14.7,28.6,11.9,0,0,0,0,0,0,98
Oct-21,0,12.5,17.7,9,25.9,1.3,0,0,0,0,0,0,166
Nov-21,19,6.4,11.9,2.6,19.1,-4.9,1,0,4,39,20,3,108
Dec-21,162,0.1,3.9,-3.2,11.9,-10,13,6,27,308,54,18,238
Jan-22,192,-3,-0.2,-6.2,4.3,-11.5,30,17,31,327,58,16,146
Feb-22,298,-3,0.8,-6.8,6.6,-11.5,27,10,28,386,70,20,174
Mar-22,223,2,6.6,-1.9,16,-7.3,8,1,22,171,32,24,63
Apr-22,93,8,14.7,3.1,24.4,-2.1,0,0,5,13,7,2,90
May-22,0,13.5,20,8,29.5,2.3,0,0,0,0,0,0,97
Jun-22,0,18.6,24.5,14.3,32.5,8.6,0,0,0,0,0,0,62
Jul-22,0,22.9,28,19.2,32.5,16.3,0,0,0,0,0,0,160
Aug-22,0,22.8,28.1,19.2,32.9,13.5,0,0,0,0,0,0,124
Sep-22,0,19.8,25.1,15.9,31.6,9.3,0,0,0,0,0,0,212
Oct-22,0,11,16.5,7,24.9,0.3,0,0,0,0,0,0,86
Nov-22,1,7.4,12.6,3.5,19.6,-0.4,0,0,1,1,1,0,138
Dec-22,53,0.4,4.1,-2.5,10.4,-6.8,15,0,28,99,28,9,105
Jan-23,138,-2.3,1.1,-5.3,6.8,-12.4,28,12,30,338,53,22,168
Feb-23,149,-1.6,2.4,-4.9,8.3,-9.9,20,7,27,270,47,19,120
Mar-23,119,4.2,10,0.1,17.5,-4.9,2,0,14,71,20,9,56
Apr-23,0,9.2,15.7,3.5,24.1,-1.8,0,0,3,0,0,0,88
May-23,0,13.5,20,8.2,30.6,1.5,0,0,0,0,0,0,148
Jun-23,0,18.3,23.2,14.1,28.1,7,0,0,0,0,0,0,202
Jul-23,0,23,28.5,19,32.2,15.1,0,0,0,0,0,0,125
Aug-23,0,25.4,31.9,20.9,33.9,18.1,0,0,0,0,0,0,29
Sep-23,0,21.5,27.1,18,32.3,10.8,0,0,0,0,0,0,61
Oct-23,0,11.6,17.1,7.7,21.2,3.3,0,0,0,0,0,0,106
Nov-23,14,6.6,11.9,2.7,22.4,-3.2,1,0,12,14,14,1,158
Dec-23,66,1.4,5.4,-1.6,15.2,-6.2,13,1,22,108,50,8,131
Jan-24,79,-1.2,2.2,-4.3,7.3,-9.7,21,6,29,240,37,15,142
Feb-24,87,-0.1,3.7,-3.1,16.2,-5.8,24,3,27,154,45,12,107
Mar-24,91,0.9,5,-2.4,12.8,-8.2,16,3,23,212,28,16,176
Apr-24,12,11.1,18,5.9,26.3,-1.4,0,0,1,0,0,0,82
May-24,0,14.3,21.2,8.3,29.2,0.2,0,0,0,0,0,0,88
Jun-24,0,18.8,24.6,14.2,31.5,9.1,0,0,0,0,0,0,110
Jul-24,0,23.1,27.9,19.6,32.6,15.9,0,0,0,0,0,0,254
Aug-24,0,24.3,29.6,20.8,33.3,17.9,0,0,0,0,0,0,77
Sep-24,0,22,27,18.5,32.1,12.3,0,0,0,0,0,0,100
Oct-24,0,15.1,20.3,11.1,26.1,3.5,0,0,0,0,0,0,162
Nov-24,2,7.2,11.8,3.5,19.2,-1.5,0,0,5,3,3,1,188
Dec-24,143,0,3,-2.6,12.6,-6,19,1,27,309,40,16,260
Jan-25,152,-1.3,2.1,-4.5,6.7,-8.1,25,6,31,216,35,14,118
Feb-25,238,-2.3,1.5,-5.5,9.1,-11.4,23,14,28,350,47,18,224
Mar-25,207,2.2,7.2,-1.7,18.9,-8.4,7,1,22,104,27,7,72
Apr-25,93,7.8,14.5,3.1,25.2,-1,0,0,2,1,1,0,40
May-25,0,14.3,20.4,9.3,29.3,2.3,0,0,0,0,0,0,86
Jun-25,0,20.1,25.5,15.8,32.1,7.9,0,0,0,0,0,0,134
Jul-25,0,25.1,31.5,20.4,34.4,18.5,0,0,0,0,0,0,33
