年月,最深積雪(cm),平均気温(℃),日最高気温の平均(℃),日最低気温の平均(℃),最高気温(℃),最低気温(℃),日平均気温0℃未満日数(日),日最高気温0℃未満日数(日),日最低気温0℃未満日数(日),降雪量合計(cm),降雪量日合計最大(cm),降雪量日合計3cm以上日数(日),降水量の合計(mm)
Apr-19,15,5.9,12.8,-0.1,24.1,-7.5,5,0,16,16,16,,61
May-19,0,12.8,20.4,5.8,29.5,-2.8,0,0,2,0,0,,90.5
Jun-19,0,15.5,20.5,11.7,26.5,8,0,0,0,0,0,,197.5
Jul-19,0,18.7,22.7,16.4,30.2,12.1,0,0,0,0,0,,272
Aug-19,0,21.9,26.8,18.8,31.5,15,0,0,0,0,0,,132.5
Sep-19,0,17.7,22.9,14.1,29.1,7.4,0,0,0,0,0,,70
Oct-19,0,12.2,16.6,9.2,23.8,4,0,0,0,0,0,,548.5
Nov-19,0,4.8,11.7,-0.1,18.5,-5.1,2,0,17,0,0,,24.5
Dec-19,21,0.8,6.7,-4.1,14.1,-7.8,15,0,30,27,17,,31
Jan-20,13,-0.7,4.6,-4.5,12.6,-8.5,22,1,31,26,8,,49.5
Feb-20,2,-0.4,6.2,-5.7,16.2,-13,16,2,28,3,2,,21.5
Mar-20,28,2.8,9,-2.6,19,-10,10,0,26,46,28,,101.5
Apr-20,8,5,12.6,-1.2,20.1,-6.3,0,0,19,9,9,,97
May-20,0,13,19.7,7.2,29.1,-1.3,0,0,2,0,0,,111
Jun-20,0,17.3,22.6,13.5,28,10.5,0,0,0,0,0,,232
Jul-20,0,18.7,22.9,16.4,28,13,0,0,0,0,0,,397.5
Aug-20,0,22.5,28.6,18.1,31.9,15.1,0,0,0,0,0,,60.5
Sep-20,0,17.6,22.2,14.8,29.2,4.7,0,0,0,0,0,,113
Oct-20,0,9.6,14.5,6,21.5,-1,0,0,1,0,0,,181.5
Nov-20,0,5.8,12.8,0,20.8,-4.2,0,0,19,0,0,,20
Dec-20,1,-0.8,5.6,-5.5,10.4,-10.6,16,3,31,3,1,,6
Jan-21,19,-2.7,2.3,-6.9,9.6,-12,25,11,31,29,13,,27.5
Feb-21,9,-0.3,6.4,-5.7,17.3,-10.6,17,1,25,3,1,,21.5
Mar-21,0,3.7,11.2,-2.3,21.6,-7,2,0,26,0,0,,104.5
Apr-21,0,6.5,13.9,-0.2,20.7,-6.4,0,0,19,0,0,,66
May-21,0,12.8,18.8,7.2,24.6,-0.4,0,0,2,0,0,,116
Jun-21,0,16.1,21.5,11.8,26.3,5.4,0,0,0,0,0,,126
Jul-21,0,20.2,25.1,16.5,30.3,13.9,0,0,0,0,0,,169
Aug-21,0,20.9,25.5,17.7,30,15,0,0,0,0,0,,332
Sep-21,0,15.7,19.8,12.7,26,9,0,0,0,0,0,,189
Oct-21,0,10.8,16.5,6.7,25.5,-1.2,0,0,2,0,0,,60
Nov-21,0,5.2,11.8,0.4,15.7,-6.4,3,0,13,0,0,,26
Dec-21,4,-0.1,5.3,-5,11.7,-11.4,13,4,29,9,4,,73
Jan-22,4,-4.2,1.2,-8.7,6.9,-13.9,30,11,31,7,5,,7.5
Feb-22,32,-4.1,1.9,-9.3,8.3,-14.2,27,7,28,73,27,,39.5
Mar-22,18,2.6,9.8,-3.1,20.1,-9.2,6,1,26,29,18,,45.5
Apr-22,6,8.5,15.3,2.7,25.1,-8.2,2,0,5,8,6,,149.5
May-22,0,11.8,18.3,5.9,26.3,-2.1,0,0,1,0,0,,111.5
Jun-22,0,16.7,22.4,12.4,32.1,5.9,0,0,0,0,0,,143
Jul-22,0,20.9,25.6,17.5,31.6,14.5,0,0,0,0,0,,250
Aug-22,0,21.1,26.1,18,30.6,14.4,0,0,0,0,0,,119
Sep-22,0,17.7,22.2,14.5,26.9,7.5,0,0,0,0,0,,186
Oct-22,0,9.7,15.6,5.3,24.4,-2.5,0,0,6,0,0,,61.5
Nov-22,0,5.8,12.4,1.4,17.2,-2.6,0,0,12,0,0,,77
Dec-22,13,-1.1,4.4,-5.1,11.5,-9.3,21,3,31,25,13,,16.5
Jan-23,9,-3.1,3,-8.2,13.7,-16.2,26,4,29,19,6,,7
Feb-23,19,-1.6,4.8,-6.7,12.5,-9.9,21,3,27,23,19,,15
Mar-23,3,5.1,12.4,-0.6,18.1,-7.5,2,0,19,4,4,,90.5
Apr-23,0,8.6,16.3,1.6,23.7,-3.7,0,0,12,0,0,,79.5
May-23,0,12.2,19,6.1,28.6,-1.4,0,0,4,0,0,,151
Jun-23,0,16.9,22.1,13,28,6.6,0,0,0,0,0,,226
Jul-23,0,21.8,27.6,17.1,31.8,13.7,0,0,0,0,0,,94.5
Aug-23,0,22.5,27.3,19.1,30.7,15.7,0,0,0,0,0,,146.5
Sep-23,0,20.1,25.2,16.6,31.1,8.6,0,0,0,0,0,,124.5
Oct-23,0,10,16.7,4.9,20.9,-0.5,0,0,1,0,0,,91
Nov-23,1,6.1,12.9,0.7,23.3,-4.7,1,0,17,1,1,,31.5
Dec-23,1,0.9,7.3,-3.9,16.6,-9.8,16,1,28,1,1,,21
Jan-24,7,-1.3,4.5,-6.6,10.8,-10.8,19,4,30,16,7,,16
Feb-24,28,-0.7,4.5,-5.2,16.8,-10.5,21,5,26,78,28,,81.5
Mar-24,29,0.9,6.8,-3.9,19.9,-10.5,18,1,27,55,13,,114
Apr-24,0,10,16.6,4.3,26,-5.2,0,0,4,0,0,,107.5
May-24,0,12.6,19.3,6.5,26.5,-1,0,0,2,0,0,,154.5
Jun-24,0,16.8,22.5,12.3,28.3,7.4,0,0,0,0,0,,222
Jul-24,0,22.1,27.2,18.3,32.1,15.9,0,0,0,0,0,,191.5
Aug-24,0,22.5,27.3,19.5,30.4,16.7,0,0,0,0,0,,272.5
Sep-24,0,20.1,25,16.6,30.2,10.2,0,0,0,0,0,,184
Oct-24,0,13.2,17.9,9.6,25.1,2.6,0,0,0,0,0,,137
Nov-24,0,5.7,11.3,1.5,19.1,-4,1,0,15,0,0,,95.5
Dec-24,2,-0.5,5.4,-5.1,14.4,-9.3,20,0,31,8,3,,1.5
Jan-25,2,-2.2,4.1,-6.5,9.2,-10.2,25,1,31,2,2,,6.5
Feb-25,8,-3.2,3.1,-8.1,13.3,-12.3,24,6,28,23,9,,7.5
Mar-25,26,2.3,8.9,-3.3,22.5,-8.9,12,1,24,70,23,,96.5
Apr-25,0,8.4,15.7,2.2,25.6,-2.7,0,0,9,0,0,,56.5
May-25,0,12.8,18.7,7.7,28.8,0.2,0,0,0,0,0,,147
Jun-25,0,18.4,23.8,13.8,30.5,6,0,0,0,0,0,,116.5
Jul-25,0,21.8,27.6,17.6,30.7,15.1,0,0,0,0,0,,228.5
